pokemon,attack
farfetchd,solar blade
farfetchd,laser focus
farfetchd,throat chop
farfetchd,brutal swing
farfetchd,dual wingbeat
doduo,swords dance
doduo,wing attack
doduo,whirlwind
doduo,fly
doduo,jump kick
doduo,headbutt
doduo,fury attack
doduo,body slam
doduo,take down
doduo,thrash
doduo,double edge
doduo,leer
doduo,growl
doduo,supersonic
doduo,peck
doduo,drill peck
doduo,low kick
doduo,toxic
doduo,agility
doduo,quick attack
doduo,rage
doduo,mimic
doduo,double team
doduo,haze
doduo,reflect
doduo,bide
doduo,mirror move
doduo,swift
doduo,skull bash
doduo,sky attack
doduo,rest
doduo,tri attack
doduo,substitute
doduo,thief
doduo,snore
doduo,curse
doduo,flail
doduo,protect
doduo,feint attack
doduo,mud slap
doduo,endure
doduo,swagger
doduo,steel wing
doduo,attract
doduo,sleep talk
doduo,return
doduo,frustration
doduo,baton pass
doduo,pursuit
doduo,hidden power
doduo,rain dance
doduo,sunny day
doduo,uproar
doduo,facade
doduo,helping hand
doduo,knock off
doduo,endeavor
doduo,secret power
doduo,feather dance
doduo,air cutter
doduo,aerial ace
doduo,roost
doduo,natural gift
doduo,pluck
doduo,tailwind
doduo,acupressure
doduo,assurance
doduo,brave bird
doduo,captivate
doduo,double hit
doduo,round
doduo,echoed voice
doduo,acrobatics
doduo,work up
doduo,confide
doduo,throat chop
doduo,lunge
doduo,tera blast
dodrio,swords dance
dodrio,wing attack
dodrio,whirlwind
dodrio,fly
dodrio,jump kick
dodrio,headbutt
dodrio,fury attack
dodrio,body slam
dodrio,take down
dodrio,thrash
dodrio,double edge
dodrio,leer
dodrio,growl
dodrio,supersonic
dodrio,hyper beam
dodrio,peck
dodrio,drill peck
dodrio,low kick
dodrio,toxic
dodrio,agility
dodrio,quick attack
dodrio,rage
dodrio,mimic
dodrio,double team
dodrio,reflect
dodrio,bide
dodrio,mirror move
dodrio,swift
dodrio,skull bash
dodrio,sky attack
dodrio,rest
dodrio,tri attack
dodrio,substitute
dodrio,thief
dodrio,snore
dodrio,curse
dodrio,flail
dodrio,protect
dodrio,scary face
dodrio,mud slap
dodrio,endure
dodrio,swagger
dodrio,steel wing
dodrio,attract
dodrio,sleep talk
dodrio,return
dodrio,frustration
dodrio,baton pass
dodrio,pursuit
dodrio,hidden power
dodrio,rain dance
dodrio,sunny day
dodrio,uproar
dodrio,torment
dodrio,facade
dodrio,taunt
dodrio,helping hand
dodrio,knock off
dodrio,endeavor
dodrio,secret power
dodrio,feather dance
dodrio,air cutter
dodrio,aerial ace
dodrio,roost
dodrio,natural gift
dodrio,pluck
dodrio,tailwind
dodrio,acupressure
dodrio,payback
dodrio,assurance
dodrio,brave bird
dodrio,giga impact
dodrio,captivate
dodrio,double hit
dodrio,round
dodrio,echoed voice
dodrio,acrobatics
dodrio,work up
dodrio,drill run
dodrio,confide
dodrio,throat chop
dodrio,lunge
dodrio,stomping tantrum
dodrio,tera blast
dodrio,pounce
dodrio,trailblaze
seel,pay day
seel,slam
seel,headbutt
seel,horn drill
seel,body slam
seel,take down
seel,double edge
seel,growl
seel,disable
seel,water gun
seel,hydro pump
seel,surf
seel,ice beam
seel,blizzard
seel,bubble beam
seel,aurora beam
seel,peck
seel,strength
seel,toxic
seel,rage
seel,mimic
seel,double team
seel,haze
seel,bide
seel,lick
seel,waterfall
seel,skull bash
seel,rest
seel,substitute
seel,thief
seel,snore
seel,curse
seel,protect
seel,perish song
seel,icy wind
seel,endure
seel,charm
seel,swagger
seel,attract
seel,sleep talk
seel,return
seel,frustration
seel,safeguard
seel,megahorn
seel,encore
seel,iron tail
seel,hidden power
seel,rain dance
seel,whirlpool
seel,fake out
seel,uproar
seel,stockpile
seel,spit up
seel,swallow
seel,hail
seel,facade
seel,helping hand
seel,secret power
seel,dive
seel,weather ball
seel,signal beam
seel,muddy water
seel,icicle spear
seel,water sport
seel,water pulse
seel,brine
seel,natural gift
seel,fling
seel,aqua ring
seel,aqua tail
seel,avalanche
seel,ice shard
seel,captivate
seel,aqua jet
seel,entrainment
seel,round
seel,echoed voice
seel,drill run
seel,belch
seel,confide
seel,smart strike
seel,flip turn
seel,triple axel
seel,tera blast
seel,ice spinner
seel,snowscape
seel,chilling water
dewgong,pay day
dewgong,headbutt
dewgong,horn drill
dewgong,body slam
dewgong,take down
dewgong,double edge
dewgong,growl
dewgong,disable
dewgong,water gun
dewgong,hydro pump
dewgong,surf
dewgong,ice beam
dewgong,blizzard
dewgong,bubble beam
dewgong,aurora beam
dewgong,hyper beam
dewgong,strength
dewgong,toxic
dewgong,rage
dewgong,mimic
dewgong,double team
dewgong,haze
dewgong,bide
dewgong,lick
dewgong,waterfall
dewgong,skull bash
dewgong,rest
dewgong,substitute
dewgong,thief
dewgong,snore
dewgong,curse
dewgong,protect
dewgong,perish song
dewgong,icy wind
dewgong,endure
dewgong,charm
dewgong,swagger
dewgong,attract
dewgong,sleep talk
dewgong,return
dewgong,frustration
dewgong,safeguard
dewgong,megahorn
dewgong,encore
dewgong,iron tail
dewgong,hidden power
dewgong,rain dance
dewgong,whirlpool
dewgong,fake out
dewgong,uproar
dewgong,stockpile
dewgong,spit up
dewgong,swallow
dewgong,hail
dewgong,facade
dewgong,helping hand
dewgong,knock off
dewgong,endeavor
dewgong,secret power
dewgong,dive
dewgong,weather ball
dewgong,signal beam
dewgong,sheer cold
dewgong,muddy water
dewgong,icicle spear
dewgong,water pulse
dewgong,brine
dewgong,natural gift
dewgong,fling
dewgong,aqua ring
dewgong,aqua tail
dewgong,giga impact
dewgong,avalanche
dewgong,ice shard
dewgong,captivate
dewgong,aqua jet
dewgong,entrainment
dewgong,round
dewgong,echoed voice
dewgong,frost breath
dewgong,drill run
dewgong,belch
dewgong,play rough
dewgong,confide
dewgong,smart strike
dewgong,liquidation
dewgong,flip turn
dewgong,triple axel
dewgong,tera blast
dewgong,ice spinner
dewgong,snowscape
dewgong,chilling water
dewgong,alluring voice
grimer,pound
grimer,fire punch
grimer,ice punch
grimer,thunder punch
grimer,headbutt
grimer,body slam
grimer,take down
grimer,disable
grimer,flamethrower
grimer,strength
grimer,mega drain
grimer,thunderbolt
grimer,thunder
grimer,dig
grimer,toxic
grimer,rage
grimer,mimic
grimer,screech
grimer,double team
grimer,harden
grimer,minimize
grimer,confuse ray
grimer,haze
grimer,bide
grimer,metronome
grimer,self destruct
grimer,lick
grimer,smog
grimer,sludge
grimer,fire blast
grimer,poison gas
grimer,acid armor
grimer,explosion
grimer,rest
grimer,rock slide
grimer,substitute
grimer,thief
grimer,snore
grimer,curse
grimer,protect
grimer,scary face
grimer,sludge bomb
grimer,mud slap
grimer,zap cannon
grimer,sandstorm
grimer,giga drain
grimer,endure
grimer,swagger
grimer,mean look
grimer,attract
grimer,sleep talk
grimer,return
grimer,frustration
grimer,pain split
grimer,dynamic punch
grimer,hidden power
grimer,rain dance
grimer,sunny day
grimer,shadow ball
grimer,stockpile
grimer,spit up
grimer,swallow
grimer,torment
grimer,memento
grimer,facade
grimer,taunt
grimer,helping hand
grimer,imprison
grimer,secret power
grimer,rock tomb
grimer,shadow punch
grimer,mud shot
grimer,shock wave
grimer,natural gift
grimer,payback
grimer,fling
grimer,poison jab
grimer,drain punch
grimer,shadow sneak
grimer,mud bomb
grimer,zen headbutt
grimer,gunk shot
grimer,captivate
grimer,venoshock
grimer,sludge wave
grimer,acid spray
grimer,round
grimer,hex
grimer,incinerate
grimer,belch
grimer,confide
grimer,infestation
grimer,power up punch
grimer,tera blast
muk,pound
muk,fire punch
muk,ice punch
muk,thunder punch
muk,headbutt
muk,body slam
muk,take down
muk,disable
muk,flamethrower
muk,hyper beam
muk,strength
muk,mega drain
muk,thunderbolt
muk,thunder
muk,dig
muk,toxic
muk,rage
muk,mimic
muk,screech
muk,double team
muk,harden
muk,minimize
muk,confuse ray
muk,haze
muk,bide
muk,metronome
muk,self destruct
muk,smog
muk,sludge
muk,fire blast
muk,swift
muk,poison gas
muk,acid armor
muk,explosion
muk,rest
muk,rock slide
muk,substitute
muk,thief
muk,snore
muk,curse
muk,spite
muk,protect
muk,scary face
muk,sludge bomb
muk,mud slap
muk,zap cannon
muk,sandstorm
muk,giga drain
muk,endure
muk,swagger
muk,attract
muk,sleep talk
muk,return
muk,frustration
muk,pain split
muk,dynamic punch
muk,hidden power
muk,rain dance
muk,sunny day
muk,shadow ball
muk,rock smash
muk,torment
muk,memento
muk,facade
muk,focus punch
muk,taunt
muk,helping hand
muk,brick break
muk,knock off
muk,imprison
muk,secret power
muk,rock tomb
muk,block
muk,mud shot
muk,shock wave
muk,natural gift
muk,payback
muk,fling
muk,toxic spikes
muk,poison jab
muk,dark pulse
muk,drain punch
muk,focus blast
muk,giga impact
muk,mud bomb
muk,zen headbutt
muk,gunk shot
muk,captivate
muk,venoshock
muk,sludge wave
muk,acid spray
muk,round
muk,hex
muk,incinerate
muk,belch
muk,moonblast
muk,confide
muk,venom drench
muk,infestation
muk,power up punch
muk,lunge
muk,lash out
muk,tera blast
shellder,headbutt
shellder,tackle
shellder,take down
shellder,double edge
shellder,twineedle
shellder,leer
shellder,supersonic
shellder,water gun
shellder,hydro pump
shellder,surf
shellder,ice beam
shellder,blizzard
shellder,bubble beam
shellder,aurora beam
shellder,toxic
shellder,rage
shellder,teleport
shellder,mimic
shellder,screech
shellder,double team
shellder,withdraw
shellder,barrier
shellder,reflect
shellder,bide
shellder,self destruct
shellder,waterfall
shellder,clamp
shellder,swift
shellder,explosion
shellder,rest
shellder,tri attack
shellder,substitute
shellder,snore
shellder,curse
shellder,protect
shellder,spikes
shellder,icy wind
shellder,endure
shellder,swagger
shellder,attract
shellder,sleep talk
shellder,return
shellder,frustration
shellder,rapid spin
shellder,hidden power
shellder,rain dance
shellder,whirlpool
shellder,hail
shellder,facade
shellder,helping hand
shellder,secret power
shellder,dive
shellder,icicle spear
shellder,iron defense
shellder,mud shot
shellder,rock blast
shellder,water pulse
shellder,brine
shellder,natural gift
shellder,payback
shellder,toxic spikes
shellder,aqua ring
shellder,avalanche
shellder,ice shard
shellder,captivate
shellder,round
shellder,shell smash
shellder,razor shell
shellder,confide
shellder,liquidation
shellder,life dew
shellder,tera blast
shellder,ice spinner
shellder,snowscape
shellder,chilling water
cloyster,headbutt
cloyster,tackle
cloyster,body slam
cloyster,take down
cloyster,double edge
cloyster,twineedle
cloyster,pin missile
cloyster,leer
cloyster,supersonic
cloyster,water gun
cloyster,hydro pump
cloyster,surf
cloyster,ice beam
cloyster,blizzard
cloyster,bubble beam
cloyster,aurora beam
cloyster,hyper beam
cloyster,toxic
cloyster,rage
cloyster,teleport
cloyster,mimic
cloyster,screech
cloyster,double team
cloyster,withdraw
cloyster,barrier
cloyster,light screen
cloyster,reflect
cloyster,bide
cloyster,self destruct
cloyster,waterfall
cloyster,clamp
cloyster,swift
cloyster,spike cannon
cloyster,explosion
cloyster,rest
cloyster,tri attack
cloyster,substitute
cloyster,snore
cloyster,curse
cloyster,protect
cloyster,scary face
cloyster,spikes
cloyster,icy wind
cloyster,endure
cloyster,swagger
cloyster,attract
cloyster,sleep talk
cloyster,return
cloyster,frustration
cloyster,hidden power
cloyster,rain dance
cloyster,whirlpool
cloyster,hail
cloyster,torment
cloyster,facade
cloyster,helping hand
cloyster,secret power
cloyster,dive
cloyster,weather ball
cloyster,signal beam
cloyster,icicle spear
cloyster,iron defense
cloyster,mud shot
cloyster,rock blast
cloyster,water pulse
cloyster,brine
cloyster,natural gift
cloyster,payback
cloyster,toxic spikes
cloyster,poison jab
cloyster,giga impact
cloyster,avalanche
cloyster,ice shard
cloyster,captivate
cloyster,round
cloyster,shell smash
cloyster,frost breath
cloyster,drill run
cloyster,razor shell
cloyster,icicle crash
cloyster,confide
cloyster,smart strike
cloyster,liquidation
cloyster,steel roller
cloyster,tera blast
cloyster,ice spinner
cloyster,snowscape
cloyster,chilling water
gastly,fire punch
gastly,ice punch
gastly,thunder punch
gastly,headbutt
gastly,disable
gastly,mega drain
gastly,thunderbolt
gastly,thunder
gastly,toxic
gastly,psychic
gastly,hypnosis
gastly,rage
gastly,night shade
gastly,mimic
gastly,double team
gastly,confuse ray
gastly,haze
gastly,bide
gastly,self destruct
gastly,lick
gastly,smog
gastly,dream eater
gastly,poison gas
gastly,psywave
gastly,explosion
gastly,rest
gastly,substitute
gastly,thief
gastly,nightmare
gastly,snore
gastly,curse
gastly,spite
gastly,protect
gastly,scary face
gastly,sludge bomb
gastly,zap cannon
gastly,destiny bond
gastly,perish song
gastly,icy wind
gastly,giga drain
gastly,endure
gastly,swagger
gastly,mean look
gastly,attract
gastly,sleep talk
gastly,return
gastly,frustration
gastly,pain split
gastly,hidden power
gastly,rain dance
gastly,sunny day
gastly,psych up
gastly,shadow ball
gastly,uproar
gastly,torment
gastly,will o wisp
gastly,facade
gastly,taunt
gastly,trick
gastly,knock off
gastly,skill swap
gastly,imprison
gastly,grudge
gastly,snatch
gastly,secret power
gastly,astonish
gastly,natural gift
gastly,payback
gastly,embargo
gastly,sucker punch
gastly,poison jab
gastly,dark pulse
gastly,energy ball
gastly,nasty plot
gastly,trick room
gastly,gunk shot
gastly,captivate
gastly,ominous wind
gastly,wonder room
gastly,venoshock
gastly,telekinesis
gastly,sludge wave
gastly,acid spray
gastly,foul play
gastly,round
gastly,clear smog
gastly,ally switch
gastly,hex
gastly,reflect type
gastly,confide
gastly,dazzling gleam
gastly,infestation
gastly,skitter smack
gastly,poltergeist
gastly,corrosive gas
gastly,tera blast
haunter,fire punch
haunter,ice punch
haunter,thunder punch
haunter,headbutt
haunter,mega drain
haunter,thunderbolt
haunter,thunder
haunter,toxic
haunter,psychic
haunter,hypnosis
haunter,rage
haunter,night shade
haunter,mimic
haunter,double team
haunter,confuse ray
haunter,haze
haunter,bide
haunter,metronome
haunter,self destruct
haunter,lick
haunter,smog
haunter,dream eater
haunter,poison gas
haunter,psywave
haunter,explosion
haunter,rest
haunter,substitute
haunter,thief
haunter,nightmare
haunter,snore
haunter,curse
haunter,spite
haunter,protect
haunter,scary face
haunter,sludge bomb
haunter,zap cannon
haunter,destiny bond
haunter,icy wind
haunter,giga drain
haunter,endure
haunter,swagger
haunter,mean look
haunter,attract
haunter,sleep talk
haunter,return
haunter,frustration
haunter,pain split
haunter,encore
haunter,hidden power
haunter,rain dance
haunter,sunny day
haunter,psych up
haunter,shadow ball
haunter,uproar
haunter,torment
haunter,will o wisp
haunter,facade
haunter,taunt
haunter,trick
haunter,knock off
haunter,skill swap
haunter,imprison
haunter,snatch
haunter,secret power
haunter,astonish
haunter,shadow punch
haunter,natural gift
haunter,payback
haunter,embargo
haunter,fling
haunter,sucker punch
haunter,toxic spikes
haunter,poison jab
haunter,dark pulse
haunter,focus blast
haunter,energy ball
haunter,nasty plot
haunter,shadow claw
haunter,trick room
haunter,gunk shot
haunter,captivate
haunter,ominous wind
haunter,wonder room
haunter,venoshock
haunter,telekinesis
haunter,sludge wave
haunter,acid spray
haunter,foul play
haunter,round
haunter,ally switch
haunter,hex
haunter,phantom force
haunter,confide
haunter,dazzling gleam
haunter,infestation
haunter,skitter smack
haunter,poltergeist
haunter,corrosive gas
haunter,tera blast
gengar,mega punch
gengar,fire punch
gengar,ice punch
gengar,thunder punch
gengar,mega kick
gengar,headbutt
gengar,body slam
gengar,take down
gengar,double edge
gengar,disable
gengar,hyper beam
gengar,submission
gengar,counter
gengar,seismic toss
gengar,strength
gengar,mega drain
gengar,thunderbolt
gengar,thunder wave
gengar,thunder
gengar,toxic
gengar,psychic
gengar,hypnosis
gengar,rage
gengar,night shade
gengar,mimic
gengar,double team
gengar,confuse ray
gengar,haze
gengar,bide
gengar,metronome
gengar,self destruct
gengar,lick
gengar,smog
gengar,skull bash
gengar,dream eater
gengar,poison gas
gengar,psywave
gengar,explosion
gengar,rest
gengar,substitute
gengar,thief
gengar,nightmare
gengar,snore
gengar,curse
gengar,spite
gengar,protect
gengar,scary face
gengar,sludge bomb
gengar,zap cannon
gengar,destiny bond
gengar,perish song
gengar,icy wind
gengar,giga drain
gengar,endure
gengar,swagger
gengar,mean look
gengar,attract
gengar,sleep talk
gengar,return
gengar,frustration
gengar,pain split
gengar,dynamic punch
gengar,encore
gengar,hidden power
gengar,rain dance
gengar,sunny day
gengar,psych up
gengar,shadow ball
gengar,rock smash
gengar,uproar
gengar,torment
gengar,will o wisp
gengar,facade
gengar,focus punch
gengar,taunt
gengar,trick
gengar,role play
gengar,brick break
gengar,knock off
gengar,skill swap
gengar,imprison
gengar,snatch
gengar,secret power
gengar,astonish
gengar,shadow punch
gengar,natural gift
gengar,payback
gengar,embargo
gengar,fling
gengar,sucker punch
gengar,toxic spikes
gengar,poison jab
gengar,dark pulse
gengar,drain punch
gengar,focus blast
gengar,energy ball
gengar,giga impact
gengar,nasty plot
gengar,shadow claw
gengar,trick room
gengar,gunk shot
gengar,captivate
gengar,ominous wind
gengar,wonder room
gengar,venoshock
gengar,telekinesis
gengar,sludge wave
gengar,acid spray
gengar,foul play
gengar,round
gengar,ally switch
gengar,hex
gengar,reflect type
gengar,phantom force
gengar,confide
gengar,dazzling gleam
gengar,infestation
gengar,power up punch
gengar,laser focus
gengar,skitter smack
gengar,poltergeist
gengar,corrosive gas
gengar,tera blast
gengar,psychic noise
onix,bind
onix,slam
onix,headbutt
onix,tackle
onix,body slam
onix,take down
onix,double edge
onix,roar
onix,strength
onix,rock throw
onix,earthquake
onix,fissure
onix,dig
onix,toxic
onix,rage
onix,mimic
onix,screech
onix,double team
onix,harden
onix,defense curl
onix,bide
onix,self destruct
onix,skull bash
onix,explosion
onix,rest
onix,rock slide
onix,substitute
onix,snore
onix,curse
onix,flail
onix,protect
onix,scary face
onix,mud slap
onix,sandstorm
onix,endure
onix,rollout
onix,swagger
onix,attract
onix,sleep talk
onix,return
onix,frustration
onix,dragon breath
onix,iron tail
onix,hidden power
onix,twister
onix,sunny day
onix,psych up
onix,ancient power
onix,rock smash
onix,torment
onix,facade
onix,nature power
onix,taunt
onix,secret power
onix,mud sport
onix,rock tomb
onix,sand tomb
onix,block
onix,dragon dance
onix,rock blast
onix,gyro ball
onix,natural gift
onix,payback
onix,rock polish
onix,dragon pulse
onix,earth power
onix,flash cannon
onix,rock climb
onix,iron head
onix,stone edge
onix,captivate
onix,stealth rock
onix,head smash
onix,wide guard
onix,smack down
onix,heavy slam
onix,round
onix,bulldoze
onix,dragon tail
onix,drill run
onix,rototiller
onix,confide
onix,high horsepower
onix,brutal swing
onix,stomping tantrum
onix,body press
onix,breaking swipe
onix,meteor beam
onix,scorching sands
drowzee,pound
drowzee,mega punch
drowzee,fire punch
drowzee,ice punch
drowzee,thunder punch
drowzee,mega kick
drowzee,headbutt
drowzee,body slam
drowzee,take down
drowzee,double edge
drowzee,disable
drowzee,psybeam
drowzee,submission
drowzee,low kick
drowzee,counter
drowzee,seismic toss
drowzee,thunder wave
drowzee,toxic
drowzee,confusion
drowzee,psychic
drowzee,hypnosis
drowzee,meditate
drowzee,rage
drowzee,teleport
drowzee,night shade
drowzee,mimic
drowzee,double team
drowzee,barrier
drowzee,light screen
drowzee,haze
drowzee,reflect
drowzee,bide
drowzee,metronome
drowzee,swift
drowzee,skull bash
drowzee,dream eater
drowzee,poison gas
drowzee,flash
drowzee,psywave
drowzee,rest
drowzee,tri attack
drowzee,substitute
drowzee,thief
drowzee,mind reader
drowzee,nightmare
drowzee,snore
drowzee,curse
drowzee,protect
drowzee,zap cannon
drowzee,endure
drowzee,swagger
drowzee,attract
drowzee,sleep talk
drowzee,return
drowzee,frustration
drowzee,safeguard
drowzee,dynamic punch
drowzee,encore
drowzee,hidden power
drowzee,rain dance
drowzee,sunny day
drowzee,psych up
drowzee,shadow ball
drowzee,future sight
drowzee,torment
drowzee,flatter
drowzee,facade
drowzee,focus punch
drowzee,taunt
drowzee,helping hand
drowzee,trick
drowzee,role play
drowzee,assist
drowzee,magic coat
drowzee,recycle
drowzee,brick break
drowzee,knock off
drowzee,endeavor
drowzee,skill swap
drowzee,imprison
drowzee,snatch
drowzee,secret power
drowzee,signal beam
drowzee,calm mind
drowzee,wake up slap
drowzee,natural gift
drowzee,fling
drowzee,guard swap
drowzee,drain punch
drowzee,focus blast
drowzee,nasty plot
drowzee,psycho cut
drowzee,zen headbutt
drowzee,trick room
drowzee,captivate
drowzee,grass knot
drowzee,power split
drowzee,psyshock
drowzee,telekinesis
drowzee,magic room
drowzee,synchronoise
drowzee,low sweep
drowzee,foul play
drowzee,round
drowzee,stored power
drowzee,ally switch
drowzee,draining kiss
drowzee,confide
drowzee,dazzling gleam
drowzee,power up punch
drowzee,psychic terrain
drowzee,expanding force
drowzee,tera blast
drowzee,trailblaze
drowzee,psychic noise
hypno,pound
hypno,mega punch
hypno,fire punch
hypno,ice punch
hypno,thunder punch
hypno,mega kick
hypno,headbutt
hypno,body slam
hypno,take down
hypno,double edge
hypno,disable
hypno,psybeam
hypno,hyper beam
hypno,submission
hypno,low kick
hypno,counter
hypno,seismic toss
hypno,thunder wave
hypno,toxic
hypno,confusion
hypno,psychic
hypno,hypnosis
hypno,meditate
hypno,rage
hypno,teleport
hypno,night shade
hypno,mimic
hypno,double team
hypno,confuse ray
hypno,barrier
hypno,light screen
hypno,haze
hypno,reflect
hypno,bide
hypno,metronome
hypno,swift
hypno,skull bash
hypno,dream eater
hypno,poison gas
hypno,flash
hypno,psywave
hypno,rest
hypno,tri attack
hypno,substitute
hypno,thief
hypno,mind reader
hypno,nightmare
hypno,snore
hypno,curse
hypno,protect
hypno,scary face
hypno,zap cannon
hypno,endure
hypno,swagger
hypno,attract
hypno,sleep talk
hypno,return
hypno,frustration
hypno,safeguard
hypno,dynamic punch
hypno,baton pass
hypno,encore
hypno,hidden power
hypno,rain dance
hypno,sunny day
hypno,psych up
hypno,shadow ball
hypno,future sight
hypno,torment
hypno,facade
hypno,focus punch
hypno,taunt
hypno,helping hand
hypno,trick
hypno,role play
hypno,magic coat
hypno,recycle
hypno,brick break
hypno,knock off
hypno,endeavor
hypno,skill swap
hypno,imprison
hypno,snatch
hypno,secret power
hypno,signal beam
hypno,calm mind
hypno,wake up slap
hypno,natural gift
hypno,fling
hypno,drain punch
hypno,focus blast
hypno,switcheroo
hypno,giga impact
hypno,nasty plot
hypno,zen headbutt
hypno,trick room
hypno,captivate
hypno,grass knot
hypno,psyshock
hypno,telekinesis
hypno,magic room
hypno,synchronoise
hypno,low sweep
hypno,foul play
hypno,round
hypno,stored power
hypno,ally switch
hypno,hex
hypno,draining kiss
hypno,confide
hypno,dazzling gleam
hypno,power up punch
hypno,psychic terrain
hypno,body press
hypno,expanding force
hypno,tera blast
hypno,trailblaze
hypno,psychic noise
krabby,vice grip
krabby,guillotine
krabby,swords dance
krabby,cut
krabby,slam
krabby,stomp
krabby,headbutt
krabby,body slam
krabby,take down
krabby,double edge
krabby,leer
krabby,water gun
krabby,surf
krabby,ice beam
krabby,blizzard
krabby,bubble beam
krabby,strength
krabby,dig
krabby,toxic
krabby,agility
krabby,rage
krabby,mimic
krabby,double team
krabby,harden
krabby,haze
krabby,bide
krabby,amnesia
krabby,bubble
krabby,crabhammer
krabby,rest
krabby,rock slide
krabby,slash
krabby,substitute
krabby,thief
krabby,snore
krabby,curse
krabby,flail
krabby,protect
krabby,mud slap
krabby,icy wind
krabby,endure
krabby,false swipe
krabby,swagger
krabby,fury cutter
krabby,attract
krabby,sleep talk
krabby,return
krabby,frustration
krabby,metal claw
krabby,hidden power
krabby,rain dance
krabby,ancient power
krabby,rock smash
krabby,whirlpool
krabby,hail
krabby,facade
krabby,superpower
krabby,brick break
krabby,knock off
krabby,secret power
krabby,dive
krabby,mud sport
krabby,rock tomb
krabby,tickle
krabby,iron defense
krabby,mud shot
krabby,water pulse
krabby,hammer arm
krabby,brine
krabby,natural gift
krabby,fling
krabby,night slash
krabby,x scissor
krabby,captivate
krabby,hone claws
krabby,round
krabby,chip away
krabby,ally switch
krabby,scald
krabby,razor shell
krabby,confide
krabby,liquidation
kingler,vice grip
kingler,guillotine
kingler,swords dance
kingler,cut
kingler,slam
kingler,stomp
kingler,headbutt
kingler,body slam
kingler,take down
kingler,double edge
kingler,leer
kingler,water gun
kingler,hydro pump
kingler,surf
kingler,ice beam
kingler,blizzard
kingler,bubble beam
kingler,hyper beam
kingler,strength
kingler,dig
kingler,toxic
kingler,agility
kingler,rage
kingler,mimic
kingler,double team
kingler,harden
kingler,bide
kingler,amnesia
kingler,bubble
kingler,crabhammer
kingler,rest
kingler,rock slide
kingler,substitute
kingler,thief
kingler,snore
kingler,curse
kingler,flail
kingler,protect
kingler,mud slap
kingler,icy wind
kingler,endure
kingler,false swipe
kingler,swagger
kingler,fury cutter
kingler,attract
kingler,sleep talk
kingler,return
kingler,frustration
kingler,metal claw
kingler,hidden power
kingler,rain dance
kingler,ancient power
kingler,rock smash
kingler,whirlpool
kingler,hail
kingler,facade
kingler,superpower
kingler,brick break
kingler,knock off
kingler,secret power
kingler,dive
kingler,mud sport
kingler,rock tomb
kingler,iron defense
kingler,mud shot
kingler,water pulse
kingler,hammer arm
kingler,brine
kingler,natural gift
kingler,fling
kingler,x scissor
kingler,giga impact
kingler,captivate
kingler,hone claws
kingler,wide guard
kingler,round
kingler,ally switch
kingler,scald
kingler,quash
kingler,razor shell
kingler,confide
kingler,high horsepower
kingler,brutal swing
kingler,stomping tantrum
kingler,liquidation
voltorb,headbutt
voltorb,tackle
voltorb,take down
voltorb,double edge
voltorb,sonic boom
voltorb,thunder shock
voltorb,thunderbolt
voltorb,thunder wave
voltorb,thunder
voltorb,toxic
voltorb,agility
voltorb,rage
voltorb,teleport
voltorb,mimic
voltorb,screech
voltorb,double team
voltorb,light screen
voltorb,reflect
voltorb,bide
voltorb,self destruct
voltorb,swift
voltorb,flash
voltorb,explosion
voltorb,rest
voltorb,substitute
voltorb,thief
voltorb,snore
voltorb,curse
voltorb,protect
voltorb,zap cannon
voltorb,endure
voltorb,rollout
voltorb,swagger
voltorb,spark
voltorb,sleep talk
voltorb,return
voltorb,frustration
voltorb,hidden power
voltorb,rain dance
voltorb,mirror coat
voltorb,torment
voltorb,facade
voltorb,charge
voltorb,taunt
voltorb,helping hand
voltorb,magic coat
voltorb,recycle
voltorb,secret power
voltorb,metal sound
voltorb,signal beam
voltorb,shock wave
voltorb,gyro ball
voltorb,natural gift
voltorb,sucker punch
voltorb,magnet rise
voltorb,discharge
voltorb,charge beam
voltorb,electro ball
voltorb,foul play
voltorb,round
voltorb,volt switch
voltorb,electroweb
voltorb,wild charge
voltorb,confide
voltorb,eerie impulse
voltorb,electric terrain
voltorb,tera blast
electrode,headbutt
electrode,tackle
electrode,take down
electrode,double edge
electrode,sonic boom
electrode,hyper beam
electrode,thunder shock
electrode,thunderbolt
electrode,thunder wave
electrode,thunder
electrode,toxic
electrode,agility
electrode,rage
electrode,teleport
electrode,mimic
electrode,screech
electrode,double team
electrode,light screen
electrode,reflect
electrode,bide
electrode,self destruct
electrode,swift
electrode,skull bash
electrode,flash
electrode,explosion
electrode,rest
electrode,substitute
electrode,thief
electrode,snore
electrode,curse
electrode,protect
electrode,scary face
electrode,zap cannon
electrode,endure
electrode,rollout
electrode,swagger
electrode,spark
electrode,sleep talk
electrode,return
electrode,frustration
electrode,hidden power
electrode,rain dance
electrode,mirror coat
electrode,torment
electrode,facade
electrode,charge
electrode,taunt
electrode,helping hand
electrode,magic coat
electrode,secret power
electrode,metal sound
electrode,signal beam
electrode,shock wave
electrode,gyro ball
electrode,natural gift
electrode,sucker punch
electrode,magnet rise
electrode,giga impact
electrode,discharge
electrode,charge beam
electrode,telekinesis
electrode,electro ball
electrode,foul play
electrode,round
electrode,volt switch
electrode,electroweb
electrode,wild charge
electrode,confide
electrode,eerie impulse
